tool,target,url,status_code,response_ms,has_title,title,success
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,11123,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,16025,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,15333,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,8513,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,8287,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,10271,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,2388,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,21949,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,10220,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,8096,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,13960,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,16106,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18138,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,11733,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,13219,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,17282,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,16765,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,11029,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,9739,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,14572,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,24527,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,19914,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,21185,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18300,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,15193,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,20170,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,9615,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,15861,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,12166,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,5553,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,23437,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,15317,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,14081,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,9160,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,19996,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,14015,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,5323,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,7435,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,10370,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,37369,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,19285,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,11780,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,21253,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,24440,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,17960,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,38871,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,12564,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18722,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,14871,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,28889,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,25869,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,7320,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,15594,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18676,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,5749,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,20983,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,15633,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,10997,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,22341,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,9633,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,14799,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,24625,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,8578,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,31820,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,14949,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,12980,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,5986,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,10852,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,9067,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18445,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,10403,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,15492,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,17363,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,11882,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,12020,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,13486,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,39455,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,14563,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,26308,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,20030,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18986,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,16532,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,16005,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,8679,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,9751,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,31165,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18538,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,17320,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,18515,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,10047,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,28256,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,21224,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,12780,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,17474,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,25017,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
zenrows,Walmart product listing,https://www.walmart.com/ip/AirPods-Pro-2nd-generation-with-MagSafe-Case-USB-C/5689919121,200,11188,True,"Apple, Wireless Earbuds, AirPods Pro 2, Active Noise Cancellation - Walmart.com",True
